asset_name,source_uri,source_name,edge_pcode,edge_name,target_uri,target_name
202002_namedentityrecognition.pdf,http://www.themathcompany.com/cognition/above_example,above example,P31,instance of,http://www.wikidata.org/wiki/Q11032,newspaper
202002_namedentityrecognition.pdf,http://www.themathcompany.com/cognition/The_above_example,The above example,P31,instance of,http://www.wikidata.org/wiki/Q11032,newspaper
202002_namedentityrecognition.pdf,http://www.themathcompany.com/cognition/The_above_example,The above example,P31,instance of,http://www.wikidata.org/wiki/Q29864097,example
202002_namedentityrecognition.pdf,http://www.themathcompany.com/cognition/unstructured_text,unstructured text,P279,subclass of,http://www.wikidata.org/wiki/Q6671777,structure
202002_namedentityrecognition.pdf,http://www.themathcompany.com/cognition/NER_process,NER process,P1269,facet of,http://www.wikidata.org/wiki/Q55624999,neural network
202002_namedentityrecognition.pdf,http://www.themathcompany.com/cognition/NER_process,NER process,P279,subclass of,http://www.wikidata.org/wiki/Q13690522,simple representation
202002_namedentityrecognition.pdf,http://www.themathcompany.com/cognition/Years_of_Experience,Years of Experience,P279,subclass of,http://www.wikidata.org/wiki/Q950511,resumes
202002_namedentityrecognition.pdf,http://www.themathcompany.com/cognition/The_future_of_NER,The future of NER,P1269,facet of,http://www.wikidata.org/wiki/Q126793,Retailers
202002_namedentityrecognition.pdf,http://www.themathcompany.com/cognition/Topic_modelling,Topic modelling,P279,subclass of,http://www.wikidata.org/wiki/Q1979154,modelling
202002_namedentityrecognition.pdf,http://www.themathcompany.com/cognition/Entity_recognition,Entity recognition,P1269,facet of,http://www.wikidata.org/wiki/Q35120,entity
202002_namedentityrecognition.pdf,http://www.themathcompany.com/cognition/Entity_recognition,Entity recognition,P1269,facet of,http://www.wikidata.org/wiki/Q35120,Entity
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Sequence_Modelling,Sequence Modelling,P361,part of,http://www.wikidata.org/wiki/Q6673524,LSTMs
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Sequence_Modelling_and_LSTMs,Sequence Modelling and LSTMs,P527,has part,http://www.wikidata.org/wiki/Q6673524,LSTMs
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/forecasting_problem,forecasting problem,P1269,facet of,http://www.wikidata.org/wiki/Q186588,Time series
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Recurrent_Neural_Network_Architectures,Recurrent Neural Network Architectures,pcode,discoverer or inventor,http://www.wikidata.org/wiki/Q7451965,Hochreiter
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Recurrent_network,Recurrent network,P2283,uses,http://www.wikidata.org/wiki/Q1457734,Recurrent Neural Network
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Recurrent_network,Recurrent network,P2283,uses,http://www.wikidata.org/wiki/Q183635,feedback
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Recurrent_network,Recurrent network,P527,has part,http://www.wikidata.org/wiki/Q3799056,inputs
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Recurrent_network,Recurrent network,P1889,different from,http://www.wikidata.org/wiki/Q6673524,LSTMs
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Step_in_LSTMs,Step in LSTMs,P1269,facet of,http://www.wikidata.org/wiki/Q6673524,LSTMs
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Feedforward_network,Feedforward network,P279,subclass of,http://www.wikidata.org/wiki/Q43054,neuron
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/recurrent_connection,recurrent connection,P361,part of,http://www.wikidata.org/wiki/Q43054,neuron
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/vanishing_and_exploding_gradients,vanishing and exploding gradients,P279,subclass of,http://www.wikidata.org/wiki/Q3928345,RNNs
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Image_Caption_generation,Image Caption generation,P279,subclass of,http://www.wikidata.org/wiki/Q294834,applications
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Text_Translation,Text Translation,P279,subclass of,http://www.wikidata.org/wiki/Q7553,Translation
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Natural_Language_modeling,Natural Language modeling,pcode,studies,http://www.wikidata.org/wiki/Q213381,Generation
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Limitations_of_LSTMs,Limitations of LSTMs,P1269,facet of,http://www.wikidata.org/wiki/Q6673524,LSTMs
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/An_important,An important,P460,said to be the same as,http://www.wikidata.org/wiki/Q1590843,limitation
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/An_important,An important,P31,instance of,http://www.wikidata.org/wiki/Q1590843,limitation
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Memory_in_LSTMs,Memory in LSTMs,P361,part of,http://www.wikidata.org/wiki/Q6673524,LSTMs
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Anamoly_detection,Anamoly detection,P279,subclass of,http://www.wikidata.org/wiki/Q2271421,Sentiment analysis
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/hot_encoded,hot encoded,P279,subclass of,http://www.wikidata.org/wiki/Q2285707,Categorical data
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/integer_encoded,integer encoded,P279,subclass of,http://www.wikidata.org/wiki/Q2285707,Categorical data
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/TimeseriesGenerator,TimeseriesGenerator,P361,part of,http://www.wikidata.org/wiki/Q28470421,Keras
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Train_Test_Split,Train Test Split,P279,subclass of,http://www.wikidata.org/wiki/Q1979154,Modeling
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Train_Test_Split,Train Test Split,P279,subclass of,http://www.wikidata.org/wiki/Q918385,Training
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Sequential_class,Sequential class,P361,part of,http://www.wikidata.org/wiki/Q28470421,Keras
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/TimeseriesGenerator,TimeseriesGenerator,P366,use,http://www.wikidata.org/wiki/Q42848,data
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/initial_discovery_phase,initial discovery phase,P527,has part,http://www.wikidata.org/wiki/Q507810,Epoch
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Natual_Language_Model,Natual Language Model,P279,subclass of,http://www.wikidata.org/wiki/Q5532625,Generative model
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Natual_Language_Model,Natual Language Model,P155,follows,http://www.wikidata.org/wiki/Q5532625,Generative model
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Understanding_-_LSTMs,Understanding - LSTMs,P277,programming language,http://www.wikidata.org/wiki/Q747452,Python
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Jason_Brownlees_Textbook,Jason Brownlees Textbook,P277,programming language,http://www.wikidata.org/wiki/Q747452,Python
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Seth_Weidmans_Textbook,Seth Weidmans Textbook,P277,programming language,http://www.wikidata.org/wiki/Q747452,Python
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/David_Fosters,David Fosters,pcode,field of work,http://www.wikidata.org/wiki/Q197536,Deep Learning
azuresecuritytips.pdf,http://www.themathcompany.com/cognition/security_best_practices,security best practices,P1269,facet of,http://www.wikidata.org/wiki/Q2526135,security
azuresecuritytips.pdf,http://www.themathcompany.com/cognition/security_operations,security operations,P1269,facet of,http://www.wikidata.org/wiki/Q2526135,security
azuresecuritytips.pdf,http://www.themathcompany.com/cognition/lnkd.ingZt88h,lnkd.ingZt88h,P366,use,http://www.wikidata.org/wiki/Q104852562,Zero trust
azuresecuritytips.pdf,http://www.themathcompany.com/cognition/Top_11_essential_security_practices,Top 11 essential security practices,P178,developer,http://www.wikidata.org/wiki/Q2283,Microsoft
azuresecuritytips.pdf,http://www.themathcompany.com/cognition/security_posture,security posture,P1269,facet of,http://www.wikidata.org/wiki/Q2526135,security
azuresecuritytips.pdf,http://www.themathcompany.com/cognition/lnkd.indH,lnkd.indH,P366,use,http://www.wikidata.org/wiki/Q104852562,Zero trust
datacleanroom-aconceptualguide.pdf,http://www.themathcompany.com/cognition/Content_platform,Content platform,P527,has part,http://www.wikidata.org/wiki/Q258567,user
datacleanroom-aconceptualguide.pdf,http://www.themathcompany.com/cognition/Data_sharing_in_general,Data sharing in general,P361,part of,http://www.wikidata.org/wiki/Q1172506,GDPR
datacleanroom-aconceptualguide.pdf,http://www.themathcompany.com/cognition/aggregated,aggregated,P279,subclass of,http://www.wikidata.org/wiki/Q42848,Data
datacleanroom-aconceptualguide.pdf,http://www.themathcompany.com/cognition/website_website,website website,P361,part of,http://www.wikidata.org/wiki/Q35127,website
datacleanroom-aconceptualguide.pdf,http://www.themathcompany.com/cognition/Third_-_Party_cookie,Third - Party cookie,P366,use,http://www.wikidata.org/wiki/Q5227350,Data sharing
datacleanroom-aconceptualguide.pdf,http://www.themathcompany.com/cognition/Data_Clean_Room,Data Clean Room,P1889,different from,http://www.wikidata.org/wiki/Q248579,CDP
datacleanroom-aconceptualguide.pdf,http://www.themathcompany.com/cognition/Data_Clean_Room,Data Clean Room,P366,use,http://www.wikidata.org/wiki/Q17006654,Data anonymisation
datacleanroom-aconceptualguide.pdf,http://www.themathcompany.com/cognition/third_party_solution,third party solution,P1889,different from,http://www.wikidata.org/wiki/Q404112,DCR
datacleanroom-aconceptualguide.pdf,http://www.themathcompany.com/cognition/Data_Clean_Room,Data Clean Room,P361,part of,http://www.wikidata.org/wiki/Q248579,CDP
datacleanroom-aconceptualguide.pdf,http://www.themathcompany.com/cognition/Identity_Resolution_with_Clean_Room,Identity Resolution with Clean Room,P361,part of,http://www.wikidata.org/wiki/Q248579,CDP
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/Alibi_Detect,Alibi Detect,P277,programming language,http://www.wikidata.org/wiki/Q747452,Python
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/classification_model,classification model,P279,subclass of,http://www.wikidata.org/wiki/Q210832,statistical test
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/Cramr,Cramr,pcode,influenced by,http://www.wikidata.org/wiki/Q960032,von Mises
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/Maximum_Mean_Discrepancy_MMD,Maximum Mean Discrepancy MMD,pcode,discoverer or inventor,http://www.wikidata.org/wiki/Q153224,Kolmogorov
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/Alibi_detect,Alibi detect,P361,part of,http://www.wikidata.org/wiki/Q47509047,Pytorch
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/new_data_next,new data next,P155,follows,http://www.wikidata.org/wiki/Q3036835,reference dataset
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/Alibidataref.csv,Alibidataref.csv,P2283,uses,http://www.wikidata.org/wiki/Q197520,numpy
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/K_-_S_test,K - S test,P2283,uses,http://www.wikidata.org/wiki/Q359787,threshold
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/ocuured,ocuured,P279,subclass of,http://www.wikidata.org/wiki/Q258098,drift
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/KS_distance,KS distance,P1269,facet of,http://www.wikidata.org/wiki/Q258098,drift
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/sample_output,sample output,P279,subclass of,http://www.wikidata.org/wiki/Q2042052,output
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/preprocessatinit,preprocessatinit,P279,subclass of,http://www.wikidata.org/wiki/Q28838080,preprocessing
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/updatexref,updatexref,P279,subclass of,http://www.wikidata.org/wiki/Q3036835,reference data
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/preprocessfn,preprocessfn,P366,use,http://www.wikidata.org/wiki/Q918333,preprocess
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/K_-_S_test,K - S test,P527,has part,http://www.wikidata.org/wiki/Q16782317,features
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/inputshape,inputshape,P31,instance of,http://www.wikidata.org/wiki/Q190087,data type
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/Cramr,Cramr,P50,author,http://www.wikidata.org/wiki/Q960032,von Mises
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/pval,pval,P361,part of,http://www.wikidata.org/wiki/Q41492,Fishers exact test
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/threshold_for_p_-_value,threshold for p - value,P1535,used by,http://www.wikidata.org/wiki/Q41492,Fishers exact test
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/Maximum_Mean_Discrepancy_MMD,Maximum Mean Discrepancy MMD,P31,instance of,http://www.wikidata.org/wiki/Q108839445,permutation test
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/preprocessatinit,preprocessatinit,P31,instance of,http://www.wikidata.org/wiki/Q28838080,preprocessing
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/xrefpreprocessed,xrefpreprocessed,P279,subclass of,http://www.wikidata.org/wiki/Q28838080,preprocessing
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/Gaussian_RBF,Gaussian RBF,P279,subclass of,http://www.wikidata.org/wiki/Q202400,kernel
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/np.ndarray,np.ndarray,P361,part of,http://www.wikidata.org/wiki/Q202400,kernel
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/xkernel,xkernel,P31,instance of,http://www.wikidata.org/wiki/Q202400,Kernel
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/ckernel,ckernel,P31,instance of,http://www.wikidata.org/wiki/Q202400,Kernel
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/xkernel,xkernel,P279,subclass of,http://www.wikidata.org/wiki/Q202400,kernel
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/ckernel,ckernel,P279,subclass of,http://www.wikidata.org/wiki/Q202400,kernel
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/cross_-_validation,cross - validation,P279,subclass of,http://www.wikidata.org/wiki/Q421316,regularisation
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/print_progress,print progress,P361,part of,http://www.wikidata.org/wiki/Q292434,configuration
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/npermutation,npermutation,P279,subclass of,http://www.wikidata.org/wiki/Q161519,permutation
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/inputshape,inputshape,P279,subclass of,http://www.wikidata.org/wiki/Q207961,shape
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/Chi_-_Squared_test,Chi - Squared test,P527,has part,http://www.wikidata.org/wiki/Q16782317,features
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/tabular_data,tabular data,P31,instance of,http://www.wikidata.org/wiki/Q190087,data type
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/Chi_-_Squared_test,Chi - Squared test,P31,instance of,http://www.wikidata.org/wiki/Q359787,threshold
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/Chi_-_Squared,Chi - Squared,P527,has part,http://www.wikidata.org/wiki/Q843558,alternative hypothesis
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/preprocessatinit,preprocessatinit,P361,part of,http://www.wikidata.org/wiki/Q21447895,tensorflow
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/preprocessatinit,preprocessatinit,P366,use,http://www.wikidata.org/wiki/Q28838080,preprocessing
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/binarizepreds,binarizepreds,pcode,studies,http://www.wikidata.org/wiki/Q341990,soft
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/K_-_S_test,K - S test,P527,has part,http://www.wikidata.org/wiki/Q236339,False
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/trainsize,trainsize,P361,part of,http://www.wikidata.org/wiki/Q1172284,dataset
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/nfolds,nfolds,P31,instance of,http://www.wikidata.org/wiki/Q202805,combination
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/tf.keras,tf.keras,P366,use,http://www.wikidata.org/wiki/Q21447895,TensorFlow
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/Learning_rate_for_the_optimizer,Learning rate for the optimizer,P1269,facet of,http://www.wikidata.org/wiki/Q141495,optimizer
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/training_epochs,training epochs,P279,subclass of,http://www.wikidata.org/wiki/Q507810,epochs
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/nfolds,nfolds,P527,has part,http://www.wikidata.org/wiki/Q345281,fold
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/Dataset_object,Dataset object,P279,subclass of,http://www.wikidata.org/wiki/Q1172284,Dataset
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/Dataset_object,Dataset object,P366,use,http://www.wikidata.org/wiki/Q1172284,Dataset
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/alibidetect.utils,alibidetect.utils,P527,has part,http://www.wikidata.org/wiki/Q47509047,pytorch
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/alibidetect,alibidetect,P361,part of,http://www.wikidata.org/wiki/Q47509047,Pytorch
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/tf.keras,tf.keras,P361,part of,http://www.wikidata.org/wiki/Q47509047,Pytorch
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/TFDataset,TFDataset,P366,use,http://www.wikidata.org/wiki/Q21447895,TensorFlow
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/inputshape,inputshape,P361,part of,http://www.wikidata.org/wiki/Q21447895,TensorFlow
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/time_-_series,time - series,P31,instance of,http://www.wikidata.org/wiki/Q190087,data type
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/Repos_azure,Repos azure,P361,part of,http://www.wikidata.org/wiki/Q468947,Alibi
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/Evidently_AI,Evidently AI,P277,programming language,http://www.wikidata.org/wiki/Q747452,Python
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/feature_distribution,feature distribution,P279,subclass of,http://www.wikidata.org/wiki/Q210832,statistical test
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/input_feature_distribution,input feature distribution,P2579,studied by,http://www.wikidata.org/wiki/Q210832,statistical test
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/KolmogorovSmirnov_K_-_S,KolmogorovSmirnov K - S,P31,instance of,http://www.wikidata.org/wiki/Q210832,statistical test
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/Wasserstein_distance_normed,Wasserstein distance normed,P31,instance of,http://www.wikidata.org/wiki/Q210832,statistical test
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/Kullback_-_Leibler_divergence,Kullback - Leibler divergence,P31,instance of,http://www.wikidata.org/wiki/Q210832,statistical test
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/Jensen_-_Shannon_distance,Jensen - Shannon distance,P31,instance of,http://www.wikidata.org/wiki/Q210832,statistical test
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/Anderson_-_Darling_test,Anderson - Darling test,P31,instance of,http://www.wikidata.org/wiki/Q210832,statistical test
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/Leibler_divergence,Leibler divergence,P31,instance of,http://www.wikidata.org/wiki/Q210832,statistical test
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/Hellinger_Distance_normed,Hellinger Distance normed,P31,instance of,http://www.wikidata.org/wiki/Q210832,statistical test
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/Mann_-_Whitney_U_-_rank_test,Mann - Whitney U - rank test,P31,instance of,http://www.wikidata.org/wiki/Q210832,statistical test
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/T_-_test,T - test,P31,instance of,http://www.wikidata.org/wiki/Q210832,statistical test
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/G_-_test,G - test,P31,instance of,http://www.wikidata.org/wiki/Q210832,statistical test
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/Chi_-_Square_test,Chi - Square test,P31,instance of,http://www.wikidata.org/wiki/Q210832,statistical test
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/Epps_Singleton,Epps Singleton,pcode,sibling,http://www.wikidata.org/wiki/Q229615,Mann
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/Epps_Singleton,Epps Singleton,pcode,sibling,http://www.wikidata.org/wiki/Q942659,Whitney
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/jupyter_nbextension,jupyter nbextension,P361,part of,http://www.wikidata.org/wiki/Q55630549,Jupyter notebook
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/jupyter_nbextension,jupyter nbextension,P31,instance of,http://www.wikidata.org/wiki/Q210481,terminal
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/jupyter_nbextension,jupyter nbextension,P366,use,http://www.wikidata.org/wiki/Q229454,Installation
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/Pandas_DataFrame,Pandas DataFrame,P366,use,http://www.wikidata.org/wiki/Q11660,AI
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/Pandas_DataFrame,Pandas DataFrame,P1535,used by,http://www.wikidata.org/wiki/Q218723,pd
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/Pandas_DataFrame,Pandas DataFrame,P366,use,http://www.wikidata.org/wiki/Q218723,pd
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/Column_mapping,Column mapping,P1269,facet of,http://www.wikidata.org/wiki/Q219320,input data
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/DateTime,DateTime,P31,instance of,http://www.wikidata.org/wiki/Q4817,columns
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/DateTime,DateTime,P31,instance of,http://www.wikidata.org/wiki/Q5051808,Categorical
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/drift_score,drift score,P1269,facet of,http://www.wikidata.org/wiki/Q225802,distribution
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/drift_score,drift score,P1269,facet of,http://www.wikidata.org/wiki/Q225802,distributions
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/drifted_features,drifted features,P279,subclass of,http://www.wikidata.org/wiki/Q11563,number
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/truefalse,truefalse,P1269,facet of,http://www.wikidata.org/wiki/Q258098,drift
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/drift_score,drift score,P1269,facet of,http://www.wikidata.org/wiki/Q258098,drift
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/ColumnDriftMetric,ColumnDriftMetric,P366,use,http://www.wikidata.org/wiki/Q3045002,data drift
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/DataDrift,DataDrift,P366,use,http://www.wikidata.org/wiki/Q3045002,drift detection
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/Dataset_Drift,Dataset Drift,P1269,facet of,http://www.wikidata.org/wiki/Q258098,drift
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/tests_in_Evidently,tests in Evidently,P1269,facet of,http://www.wikidata.org/wiki/Q1347572,Evidently
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/Evidently_AI,Evidently AI,P361,part of,http://www.wikidata.org/wiki/Q1347572,Evidently
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/test_train,test train,P279,subclass of,http://www.wikidata.org/wiki/Q1979154,model
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Data_-_drift,Data - drift,P2579,studied by,http://www.wikidata.org/wiki/Q210832,statistical test
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Tests_Name,Tests Name,P1269,facet of,http://www.wikidata.org/wiki/Q210832,statistical test
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Tests_Name,Tests Name,P361,part of,http://www.wikidata.org/wiki/Q115491417,Description
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/cumulative_distribution_CDF,cumulative distribution CDF,P1269,facet of,http://www.wikidata.org/wiki/Q83021,empirical
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Deepchecks,Deepchecks,P1269,facet of,http://www.wikidata.org/wiki/Q11660,AI
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Kullback_-_Leibler_divergence,Kullback - Leibler divergence,P31,instance of,http://www.wikidata.org/wiki/Q7604392,statistical distance
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Deepcheck,Deepcheck,P1269,facet of,http://www.wikidata.org/wiki/Q11660,AI
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Anderson_-_Darling_test,Anderson - Darling test,P1269,facet of,http://www.wikidata.org/wiki/Q11660,AI
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Anderson_-_Darling_Test,Anderson - Darling Test,P1269,facet of,http://www.wikidata.org/wiki/Q112116869,Data distribution
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Anderson_-_Darling_test,Anderson - Darling test,P1269,facet of,http://www.wikidata.org/wiki/Q112116869,Data distribution
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/squared_distance,squared distance,P31,instance of,http://www.wikidata.org/wiki/Q1949963,statistic
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Cramer_-_Von_-_Mises_test,Cramer - Von - Mises test,P1269,facet of,http://www.wikidata.org/wiki/Q11660,AI
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Cramer_-_Von_-_Mises_test,Cramer - Von - Mises test,P2283,uses,http://www.wikidata.org/wiki/Q3030678,Hellinger distance
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Mann_-_Whitney_U_-_rank_test,Mann - Whitney U - rank test,P31,instance of,http://www.wikidata.org/wiki/Q1097688,nonparametric test
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Epps_-_Singleton_test,Epps - Singleton test,P31,instance of,http://www.wikidata.org/wiki/Q7604392,statistical distance
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Epps_-_Singleton_test,Epps - Singleton test,P1269,facet of,http://www.wikidata.org/wiki/Q11660,AI
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Epps_-_Singleton_test,Epps - Singleton test,P31,instance of,http://www.wikidata.org/wiki/Q224615,test
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/T_-_Test,T - Test,P31,instance of,http://www.wikidata.org/wiki/Q224615,test
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Deepcheck,Deepcheck,P361,part of,http://www.wikidata.org/wiki/Q11660,AI
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Z_-_test,Z - test,P1269,facet of,http://www.wikidata.org/wiki/Q11660,AI
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Z_-_test,Z - test,P31,instance of,http://www.wikidata.org/wiki/Q224615,test
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Z_-_test,Z - test,P279,subclass of,http://www.wikidata.org/wiki/Q1570376,sample
datadriftconcepts.pdf,http://www.themathcompany.com/cognition/Z_-_test,Z - test,P31,instance of,http://www.wikidata.org/wiki/Q210832,statistical test
